mag_id	mag_name	edger_trend	hmsc_trend	domain	phylum	class	order	family	genus	species
ERR4968582_bin.9	cmag_559	increaser	increaser	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila
ERR4968584_bin.51	cmag_560	decreaser	stable	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum lactatifermentans
ERR4968585_bin.1	cmag_561	increaser	increaser	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-460	NA
ERR4968585_bin.28	cmag_562	increaser	increaser	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900554045
ERR4968585_bin.29	cmag_563	increaser	increaser	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp000433175
ERR4968586_bin.17	cmag_564	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	NA
ERR4968586_bin.20	cmag_565	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	NA	NA
ERR4968586_bin.6	cmag_566	decreaser	decreaser	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus vaginalis
ERR4968586_bin.9	cmag_567	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	NA
ERR4968587_bin.12	cmag_568	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	NA
ERR4968587_bin.9	cmag_569	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	Agathobaculum sp900557315
ERR4968588_bin.12	cmag_570	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eisenbergiella	Eisenbergiella sp900544445
ERR4968590_bin.12	cmag_571	increaser	stable	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA7182	NA
ERR4968590_bin.2	cmag_572	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas	NA
ERR4968590_bin.22	cmag_573	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia sp900543715
ERR4968590_bin.38	cmag_574	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	NA
ERR4968590_bin.6	cmag_575	increaser	increaser	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-451	NA
ERR4968592_bin.39	cmag_576	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas	NA
ERR4968592_bin.9	cmag_577	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	NA
ERR4968593_bin.10	cmag_578	increaser	increaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	Borkfalkia	NA
ERR4968593_bin.11	cmag_579	increaser	increaser	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-776	NA
ERR4968593_bin.22	cmag_580	increaser	increaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA11517	NA
ERR4968593_bin.27	cmag_581	increaser	increaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	Borkfalkia	NA
ERR4968593_bin.55	cmag_582	increaser	increaser	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-776	NA
ERR4968594_bin.22	cmag_583	decreaser	decreaser	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	Erysipelatoclostridium spiroforme
ERR4968594_bin.36	cmag_584	decreaser	increaser	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	CHKCI006	CHKCI006 sp900018345
ERR4968595_bin.28	cmag_585	increaser	increaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	NA	NA	NA
ERR4968595_bin.6	cmag_586	increaser	stable	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	NA	NA	NA
ERR4968596_bin.3	cmag_587	decreaser	stable	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	UMGS1670	UMGS1670 sp902406135
ERR4968597_bin.16	cmag_588	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	NA
ERR4968597_bin.17	cmag_589	increaser	stable	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	An92	NA
ERR4968597_bin.38	cmag_590	increaser	increaser	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
ERR4968597_bin.7	cmag_591	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Fournierella	NA
ERR4968598_bin.19	cmag_592	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ERR4968598_bin.20	cmag_593	stable	increaser	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	NA
ERR4968598_bin.22	cmag_594	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UMGS1370	NA
ERR4968598_bin.23	cmag_595	stable	increaser	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-273	NA
ERR4968598_bin.3	cmag_596	increaser	increaser	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes communis
ERR4968598_bin.36	cmag_597	decreaser	decreaser	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides faecis
ERR4968598_bin.42	cmag_598	decreaser	increaser	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Coprobacteraceae	Coprobacter	Coprobacter fastidiosus
ERR4968598_bin.45	cmag_599	increaser	increaser	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides caccae
ERR4968598_bin.54	cmag_600	decreaser	increaser	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-273	NA
ERR4968599_bin.14	cmag_601	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Sellimonas	Sellimonas intestinalis
ERR4968599_bin.3	cmag_602	decreaser	stable	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	AM07-15	NA
ERR4968599_bin.40	cmag_603	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	NA
ERR4968600_bin.1	cmag_604	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
ERR4968600_bin.15	cmag_605	decreaser	stable	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	OF09-33XD	NA
ERR4968600_bin.3	cmag_606	increaser	increaser	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus aviarius
ERR4968600_bin.32	cmag_607	decreaser	stable	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	NA
ERR4968601_bin.23	cmag_608	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	CAG-382	UMGS882	UMGS882 sp003343885
ERR4968601_bin.28	cmag_609	increaser	increaser	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	CAG-831	NA
ERR4968601_bin.51	cmag_610	increaser	increaser	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes_A	NA
ERR4968602_bin.17	cmag_611	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	UBA644	NA	NA
ERR4968602_bin.25	cmag_612	stable	increaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	NA
ERR4968602_bin.26	cmag_613	increaser	stable	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA11517	NA
ERR4968602_bin.3	cmag_614	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	UBA644	NA	NA
ERR4968602_bin.5	cmag_615	increaser	increaser	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Nitratidesulfovibrio	Nitratidesulfovibrio vulgaris
ERR4968602_bin.57	cmag_616	stable	stable	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	Borkfalkia	NA
ERR4968602_bin.63	cmag_617	stable	increaser	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	NA	NA
ERR4968602_bin.67	cmag_618	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-273	CAG-273 sp900752335
ERR4968602_bin.74	cmag_619	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-273	NA
ERR4968602_bin.80	cmag_620	increaser	increaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA11517	NA
ERR4968603_bin.15	cmag_621	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	NA	NA
ERR4968603_bin.24	cmag_622	decreaser	stable	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	NA
ERR4968603_bin.31	cmag_623	decreaser	stable	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ERR4968603_bin.35	cmag_624	decreaser	decreaser	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus johnsonii
ERR4968603_bin.37	cmag_625	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	NA
ERR4968603_bin.41	cmag_626	decreaser	increaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	Borkfalkia	NA
ERR4968603_bin.56	cmag_627	decreaser	stable	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	Fusicatenibacter sp900543115
ERR4968604_bin.20	cmag_628	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster sp900547035
ERR4968605_bin.39	cmag_629	increaser	stable	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UC5-1-2E3	UC5-1-2E3 sp001304875
ERR4968606_bin.18	cmag_630	increaser	stable	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA11517	NA
ERR4968606_bin.83	cmag_631	increaser	increaser	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-451	NA
ERR4968608_bin.33	cmag_632	increaser	increaser	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis
ERR4968608_bin.54	cmag_633	increaser	stable	Bacteria	Firmicutes	Bacilli	RF39	UBA660	HGM10873	NA
ERR4968671_bin.1	cmag_634	increaser	increaser	Bacteria	Firmicutes	Bacilli	RF39	UBA660	UMGS1217	NA
ERR4968671_bin.11	cmag_635	increaser	increaser	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	UBA3382	NA
ERR4968671_bin.17	cmag_636	decreaser	increaser	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	NA
ERR4968671_bin.4	cmag_637	decreaser	increaser	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp900553715
ERR4968671_bin.51	cmag_638	increaser	increaser	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella lascolaii
ERR4968671_bin.54	cmag_639	decreaser	increaser	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp900552415
ERR4968673_bin.37	cmag_640	decreaser	stable	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter sp002160525
ERR4968673_bin.41	cmag_641	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	NA	NA
ERR4968678_bin.24	cmag_642	increaser	increaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	Borkfalkia	NA
ERR4968678_bin.28	cmag_643	increaser	increaser	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	NA	NA
ERR4968678_bin.37	cmag_644	increaser	increaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA11940	NA
ERR4968678_bin.39	cmag_645	increaser	stable	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA11517	NA
ERR4968678_bin.5	cmag_646	increaser	increaser	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-822	NA
ERR4968678_bin.54	cmag_647	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Monoglobales_A	UBA1381	HGM11525	NA
ERR4968678_bin.68	cmag_648	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	NA
ERR4968681_bin.18	cmag_649	increaser	increaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA11517	NA
ERR4968681_bin.22	cmag_650	increaser	increaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA4626	NA
ERR4968681_bin.4	cmag_651	increaser	increaser	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp900290115
ERR4968681_bin.50	cmag_652	increaser	increaser	Bacteria	Firmicutes	Bacilli	RF39	UBA660	HGM10818	NA
ERR4968687_bin.20	cmag_653	increaser	increaser	Bacteria	Firmicutes	Bacilli	RF39	UBA660	UMGS1648	UMGS1648 sp900553765
ERR4968687_bin.22	cmag_654	increaser	stable	Bacteria	Firmicutes	Bacilli	RF39	UBA660	UMGS1217	NA
ERR4968687_bin.30	cmag_655	increaser	increaser	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-822	NA
ERR4968687_bin.40	cmag_656	increaser	increaser	Bacteria	Firmicutes	Bacilli	RF39	UBA660	UBA7057	NA
ERR4968687_bin.45	cmag_657	increaser	increaser	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-451	NA
ERR4968687_bin.63	cmag_658	stable	increaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	NA	NA
ERR4968687_bin.69	cmag_659	increaser	increaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	NA	NA
ERR4968704_bin.2	cmag_660	decreaser	stable	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-354	NA
ERR4968704_bin.38	cmag_661	increaser	increaser	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-776	NA
ERR4968704_bin.39	cmag_662	increaser	increaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA11517	NA
ERR4968704_bin.51	cmag_663	increaser	stable	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-110	NA
ERR4968704_bin.83	cmag_664	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	NA
ERR4968705_bin.113	cmag_665	decreaser	stable	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Sellimonas	Sellimonas sp002159995
ERR4968705_bin.24	cmag_666	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-465	CAG-465	NA
ERR4968705_bin.27	cmag_667	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Ruminococcus_G	NA
ERR4968705_bin.43	cmag_668	increaser	stable	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_I	NA
ERR4968705_bin.53	cmag_669	stable	stable	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	NA
ERR4968705_bin.54	cmag_670	increaser	increaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA4626	NA
ERR4968705_bin.90	cmag_671	increaser	increaser	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-451	NA
ERR4968711_bin.16	cmag_672	stable	stable	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UMGS1826	NA
ERR4968711_bin.17	cmag_673	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Clostridium_A	NA
ERR4968711_bin.19	cmag_674	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacter	Acutalibacter sp900755895
ERR4968711_bin.32	cmag_675	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	NA
ERR4968711_bin.38	cmag_676	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA
ERR4968711_bin.58	cmag_677	decreaser	stable	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	Erysipelatoclostridium sp002160495
ERR4968711_bin.9	cmag_678	decreaser	stable	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	Borkfalkia	NA
ERR4968712_bin.107	cmag_679	increaser	increaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-917	UMGS1688	NA
ERR4968712_bin.113	cmag_680	increaser	increaser	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	QAMI01	QAMI01 sp900551915
ERR4968712_bin.124	cmag_681	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	CAG-272	NA	NA
ERR4968712_bin.129	cmag_682	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA1409	UBA1409 sp002305045
ERR4968712_bin.26	cmag_683	increaser	increaser	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	NA	NA
ERR4968712_bin.40	cmag_684	decreaser	stable	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	An23	An23 sp900544635
ERR4968712_bin.49	cmag_685	increaser	increaser	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	NA
ERR4968712_bin.50	cmag_686	increaser	increaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-917	UMGS1688	UMGS1688 sp900554085
ERR4968712_bin.51	cmag_687	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	NA	NA
ERR4968712_bin.54	cmag_688	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	CAG-272	UMGS1865	NA
ERR4968712_bin.56	cmag_689	increaser	increaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA11517	NA
ERR4968712_bin.57	cmag_690	increaser	stable	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	CAG-521	NA
ERR4968712_bin.64	cmag_691	increaser	increaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	OEMS01	NA
ERR4968712_bin.70	cmag_692	increaser	increaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA4626	NA
ERR4968712_bin.78	cmag_693	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	CAG-382	UCG-010	UCG-010 sp900754535
ERR4968712_bin.84	cmag_694	increaser	increaser	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	NA	NA
ERR4968712_bin.88	cmag_695	stable	stable	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA1777	NA
ERR4968712_bin.9	cmag_696	increaser	increaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UMGS1004	NA
ERR4968712_bin.98	cmag_697	increaser	increaser	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	NA	NA
ERR4969053_bin.1	cmag_698	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	QALS01	NA
ERR4969053_bin.15	cmag_699	decreaser	stable	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter sp002161355
ERR4969053_bin.24	cmag_700	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	HGM11808	NA
ERR4969053_bin.25	cmag_701	stable	increaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	NA	NA
ERR4969053_bin.26	cmag_702	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UMGS599	NA
ERR4969053_bin.29	cmag_703	stable	increaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Anaerofilum	Anaerofilum sp002160015
ERR4969053_bin.40	cmag_704	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	UBA1390	UBA1390	UBA1390 sp002305315
ERR4969053_bin.41	cmag_705	decreaser	stable	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	AM51-8	AM51-8 sp900761925
ERR4969053_bin.48	cmag_706	decreaser	stable	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Catenibacillus	NA
ERR4969053_bin.54	cmag_707	decreaser	stable	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium_B	Lachnoclostridium_B sp900543315
ERR4969053_bin.55	cmag_708	decreaser	stable	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	NA
ERR4969053_bin.72	cmag_709	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Catenibacillus	NA
ERR4969053_bin.79	cmag_710	decreaser	stable	Bacteria	Firmicutes_A	Clostridia	Monoglobales	Monoglobaceae	NA	NA
ERR4969053_bin.8	cmag_711	decreaser	stable	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Evtepia	Evtepia sp900546255
ERR4969053_bin.82	cmag_712	decreaser	stable	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Fournierella	Fournierella sp002161595
ERR4969053_bin.83	cmag_713	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	CAG-274	UMGS1441	NA
ERR4969053_bin.9	cmag_714	decreaser	stable	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruthenibacterium	Ruthenibacterium sp900546885
ERR4969151_bin.1	cmag_715	stable	decreaser	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerosacchariphilus	NA
ERR4969151_bin.101	cmag_716	increaser	increaser	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-776	NA
ERR4969151_bin.113	cmag_717	increaser	increaser	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	UMGS951	UMGS951 sp900547155
ERR4969151_bin.115	cmag_718	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA5446	UBA5446 sp004553625
ERR4969151_bin.118	cmag_719	increaser	increaser	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	Odoribacter splanchnicus
ERR4969151_bin.130	cmag_720	increaser	increaser	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA11940	NA
ERR4969151_bin.134	cmag_721	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	NA
ERR4969151_bin.135	cmag_722	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Fournierella	NA
ERR4969151_bin.142	cmag_723	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	NA
ERR4969151_bin.144	cmag_724	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Hydrogeniiclostridium	NA
ERR4969151_bin.145	cmag_725	increaser	stable	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	NA
ERR4969151_bin.20	cmag_726	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-273	NA
ERR4969151_bin.33	cmag_727	stable	decreaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	NA	NA
ERR4969151_bin.47	cmag_728	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA1405	UBA1405 sp002305685
ERR4969151_bin.53	cmag_729	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Anaerotruncus	NA
ERR4969151_bin.62	cmag_730	increaser	increaser	Bacteria	Firmicutes	Bacilli	RF39	UBA660	UMGS1217	NA
ERR4969151_bin.64	cmag_731	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium_A	NA
ERR4969151_bin.66	cmag_732	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Clostridium_Q	NA
ERR4969151_bin.67	cmag_733	increaser	increaser	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenella	NA
ERR4969151_bin.81	cmag_734	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
ERR4969151_bin.82	cmag_735	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-793	NA
ERR4969151_bin.85	cmag_736	increaser	increaser	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	NA
ERR4969151_bin.9	cmag_737	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
ERR4992195_bin.27	cmag_738	decreaser	decreaser	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	An114	An114 sp002161055
ERR4992195_bin.8	cmag_739	decreaser	stable	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UMGS1004	NA
ERR4992208_bin.26	cmag_740	increaser	increaser	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Angelakisella	Angelakisella massiliensis
ERR4992208_bin.29	cmag_741	increaser	increaser	Bacteria	Firmicutes	Bacilli	RF39	UBA660	HGM10766	NA
